Row,No Extraction,No Annotation,Wrong Range,Wrong Tag,Wrong Range and tag,Num correct tags,Sentence
2660,[],[],[],[],[],[],"['Trước', 'đó', ',', '5', 'bệnh', 'nhân', 'khác', 'đều', 'đã', 'được', 'điều', 'trị', 'khỏi', 'bệnh', '.']"
2661,[],[],[],[],[],"[(['B-PATIENT_ID'], ['B-PATIENT_ID'], ['603']), (['B-GENDER'], ['B-GENDER'], ['nam']), (['B-AGE'], ['B-AGE'], ['21']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['Bình', 'Thạnh']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['TP', 'HCM'])]","['""', 'Bệnh', 'nhân', '603', '""', ',', 'nam', ',', '21', 'tuổi', ',', 'Bình', 'Thạnh', ',', 'TP', 'HCM', '.']"
2662,[],"[(['O'], ['B-PATIENT_ID'], ['23'])]",[],[],[],"[(['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['Guinea', 'Xích', 'đạo'])]","['Đây', 'là', 'ca', 'nhiễm', 'thứ', '23', 'của', 'đoàn', 'từ', 'Guinea', 'Xích', 'đạo', 'về', '.']"
2663,[],[],[],[],[],"[(['B-DATE', 'I-DATE', 'I-DATE'], ['B-DATE', 'I-DATE', 'I-DATE'], ['3', '-', '4']), (['B-NAME'], ['B-NAME'], ['L.'])]","['Đêm', '3', '-', '4', 'ông', 'chuyển', 'bệnh', 'nặng', 'nhưng', 'vì', 'bà', 'L.', 'không', 'biết', 'lái', 'xe', 'nên', 'phải', 'chờ', 'tới', 'sáng', 'hôm', 'sau', 'mới', 'cùng', 'chồng', 'đi', 'xe', 'buýt', 'tới', 'viện', '.']"
2664,[],[],[],[],[],"[(['B-DATE', 'I-DATE', 'I-DATE'], ['B-DATE', 'I-DATE', 'I-DATE'], ['15', '-', '3'])]","['Từ', '15', '-', '3', 'đến', 'nay', 'không', 'phát', 'hiện', 'thêm', 'ca', 'bệnh', 'mới', '.']"
2665,[],[],[],[],[],"[(['B-PATIENT_ID'], ['B-PATIENT_ID'], ['416']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['418']), (['B-DATE'], ['B-DATE'], ['23/7']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['418'])]","['Tuy', 'không', 'chăm', 'sóc', 'trực', 'tiếp', 'cho', 'các', 'bệnh', 'nhân', 'đầu', 'tiên', ',', '416', 'và', '418', ',', 'nhưng', 'ngày', '23/7', ',', 'chị', 'này', 'trò', 'chuyện', 'với', 'các', 'đồng', 'nghiệp', 'có', 'tiếp', 'xúc', 'gần', 'với', 'ca', '418', '.']"
2666,[],[],[],[],[],"[(['B-GENDER'], ['B-GENDER'], ['Nữ']), (['B-JOB', 'I-JOB'], ['B-JOB', 'I-JOB'], ['phóng', 'viên']), (['B-AGE'], ['B-AGE'], ['43']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['183']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['Trung', 'Hoà']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['Cầu', 'Giấy']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['Hà', 'Nội'])]","['Nữ', 'phóng', 'viên', '43', 'tuổi', 'được', 'ghi', 'nhận', 'là', '""', 'bệnh', 'nhân', '183', '""', ',', 'địa', 'chỉ', 'tại', 'Trung', 'Hoà', ',', 'Cầu', 'Giấy', ',', 'Hà', 'Nội', '.']"
2667,[],[],[],[],[],"[(['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['Bệnh', 'viện', 'Đà', 'Nẵng'])]","['Những', 'ngày', 'qua', ',', 'Bệnh', 'viện', 'Đà', 'Nẵng', 'đã', 'có', 'kế', 'hoạch', 'chuyển', 'thân', 'nhân', 'người', 'bệnh', 'ra', 'bên', 'ngoài', '.']"
2668,[],[],[],[],[],"[(['B-PATIENT_ID'], ['B-PATIENT_ID'], ['1.029']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['1.029']), (['B-GENDER'], ['B-GENDER'], ['Nữ']), (['B-AGE'], ['B-AGE'], ['46']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['Mỹ', 'An']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['Ngũ', 'Hành', 'Sơn']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['Đà', 'Nẵng'])]","['Ca', 'bệnh', '1.029', '(', 'bệnh', 'nhân', '1.029', ')', ':', 'Nữ', ',', '46', 'tuổi', ',', 'Mỹ', 'An', ',', 'Ngũ', 'Hành', 'Sơn', ',', 'Đà', 'Nẵng', '.']"
2669,[],[],[],[],[],"[(['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['Bệnh', 'viện', 'dã', 'chiến', 'Hoà', 'Vang'])]","['Bệnh', 'nhân', 'đã', 'được', 'chuyển', 'đến', 'Bệnh', 'viện', 'dã', 'chiến', 'Hoà', 'Vang', 'điều', 'trị', '.']"
2670,[],[],[],[],[],"[(['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['Bệnh', 'viện', 'Đà', 'Nẵng']), (['B-DATE', 'I-DATE', 'I-DATE'], ['B-DATE', 'I-DATE', 'I-DATE'], ['4', '-', '8'])]","['Mẫu', 'bệnh', 'phẩm', 'của', 'bệnh', 'nhân', 'xét', 'nghiệm', 'tại', 'Bệnh', 'viện', 'Đà', 'Nẵng', 'ngày', '4', '-', '8', 'cho', 'kết', 'quả', 'dương', 'tính', '.']"
2671,[],[],[],[],[],"[(['B-DATE'], ['B-DATE'], ['1/7']), (['B-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE'], ['mệt']), (['B-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE'], ['sốt']), (['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['ho', 'đàm']), (['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['khó', 'thở']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['Bệnh', 'viện', 'Đà', 'Nẵng'])]","['Ngày', '1/7', ',', 'bệnh', 'nhân', 'mệt', 'nhiều', ',', 'sốt', ',', 'ho', 'đàm', ',', 'khó', 'thở', ',', 'tái', 'khám', 'tại', 'Bệnh', 'viện', 'Đà', 'Nẵng', ',', 'được', 'chuyển', 'lên', 'Khoa', 'Hồi', 'sức', 'tích', 'cực', '-', 'chống', 'độc', 'điều', 'trị', '.']"
2672,[],[],[],[],[],"[(['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['Viện', 'Vệ', 'sinh', 'dịch', 'tễ', 'trung', 'ương']), (['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['Viện', 'Pasteur', 'TP.', 'HCM']), (['B-DATE', 'I-DATE', 'I-DATE'], ['B-DATE', 'I-DATE', 'I-DATE'], ['31', '-', '3']), (['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['Công', 'ty', 'TNHH', 'Trường', 'Sinh']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['Bệnh', 'viện', 'Bạch', 'Mai']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['Hà', 'Nội']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['124']), (['B-LOCATION'], ['B-LOCATION'], ['TP.HCM.'])]","['Theo', 'báo', 'cáo', 'của', 'Viện', 'Vệ', 'sinh', 'dịch', 'tễ', 'trung', 'ương', 'và', 'Viện', 'Pasteur', 'TP.', 'HCM', ',', 'tới', '18h', 'hôm', 'nay', '31', '-', '3', 'đã', 'ghi', 'nhận', 'thêm', '3', 'ca', 'COVID', '-', '19', 'mới', ',', 'trong', 'đó', '1', 'người', 'là', 'nhân', 'viên', 'Công', 'ty', 'TNHH', 'Trường', 'Sinh', '(', 'cung', 'cấp', 'dịch', 'vụ', 'cho', 'Bệnh', 'viện', 'Bạch', 'Mai', ',', 'Hà', 'Nội', ')', 'và', '2', 'người', 'liên', 'quan', 'tới', 'bệnh', 'nhân', '124', 'ở', 'TP.HCM.']"
2673,[],[],[],[],[],"[(['B-DATE', 'I-DATE', 'I-DATE'], ['B-DATE', 'I-DATE', 'I-DATE'], ['31', '-', '7']), (['B-DATE', 'I-DATE', 'I-DATE'], ['B-DATE', 'I-DATE', 'I-DATE'], ['5', '-', '8']), (['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['suy', 'hô', 'hấp']), (['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['xuất', 'huyết', 'tiêu', 'hoá']), (['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['sốt', 'cao', 'liên', 'tục'])]","['Từ', 'ngày', '31', '-', '7', 'đến', '5', '-', '8', ',', 'bệnh', 'nhân', 'diễn', 'tiến', 'nặng', ',', 'có', 'biểu', 'hiện', 'suy', 'hô', 'hấp', ',', 'xuất', 'huyết', 'tiêu', 'hoá', ',', 'sốt', 'cao', 'liên', 'tục', '.']"
2674,[],[],[],[],[],"[(['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['Bệnh', 'viện', 'Bệnh', 'Nhiệt', 'đới', 'trung', 'ương']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['52'])]","['Tiến', 'sĩ', 'Phạm', 'Ngọc', 'Thạch', ',', 'Giám', 'đốc', 'Bệnh', 'viện', 'Bệnh', 'Nhiệt', 'đới', 'trung', 'ương', ',', 'cho', 'biết', '""', 'bệnh', 'nhân', '52', '""', 'được', 'đánh', 'giá', 'là', 'một', 'trong', 'những', 'ca', 'bệnh', 'phức', 'tạp', 'khi', 'kết', 'quả', 'âm', 'dương', 'tính', 'lẫn', 'lộn', '.']"
2675,[],[],[],[],"[(['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['O', 'O', 'O', 'B-LOCATION', 'I-LOCATION'], ['Ngành', 'y', 'tế', 'Quảng', 'Nam'])]","[(['B-PATIENT_ID'], ['B-PATIENT_ID'], ['991'])]","['Ngành', 'y', 'tế', 'Quảng', 'Nam', 'xác', 'định', '1.642', 'trường', 'hợp', 'F1', 'và', 'F2', 'liên', 'quan', '""', 'bệnh', 'nhân', '991', '""', ',', 'sau', 'ba', 'ngày', 'truy', 'vết', '.']"
2676,[],[],[],[],[],"[(['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['Bệnh', 'viện', 'C', 'Đà', 'Nẵng']), (['B-DATE'], ['B-DATE'], ['20/7'])]","['Bệnh', 'viện', 'C', 'Đà', 'Nẵng', 'là', 'nơi', 'tiếp', 'nhận', 'bệnh', 'nhân', 'nghi', 'nhiễm', 'nCoV', ',', 'hôm', '20/7', '.']"
2677,[],[],[],[],[],"[(['B-DATE', 'I-DATE', 'I-DATE'], ['B-DATE', 'I-DATE', 'I-DATE'], ['2', '-', '4']), (['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['Bộ', 'Y', 'tế']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['219'])]","['Sáng', '2', '-', '4', ',', 'Bộ', 'Y', 'tế', 'công', 'bố', 'ca', 'bệnh', '219', 'dương', 'tính', 'với', 'virus', 'SARS', '-', 'COV', '-', '2', '.']"
2678,"[(['B-NAME'], ['O'], ['Dũng'])]",[],[],[],[],"[(['B-LOCATION'], ['B-LOCATION'], ['Anh']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['21'])]","['Bộ', 'trưởng', 'Dũng', 'đi', 'công', 'tác', 'tại', 'Anh', 'cùng', 'đoàn', 'với', 'bệnh', 'nhân', 'số', '21', '.']"
2679,[],[],[],[],[],"[(['B-NAME'], ['B-NAME'], ['N.H.N.']), (['B-LOCATION'], ['B-LOCATION'], ['TP.HCM.'])]","['Về', 'số', 'hành', 'khách', 'đi', 'những', 'chuyến', 'bay', 'sau', 'của', 'máy', 'bay', 'đã', 'chở', 'bệnh', 'nhân', 'N.H.N.', ',', 'ngồi', 'cùng', 'số', 'ghế', 'của', 'bệnh', 'nhân', 'đã', 'ngồi', ',', 'ông', 'Chung', 'cho', 'biết', 'trong', '5', 'hành', 'khách', 'có', '1', 'hành', 'khách', 'ở', 'TP.HCM.']"
2680,[],[],[],[],[],"[(['B-DATE'], ['B-DATE'], ['14/3'])]","['Kết', 'quả', 'xét', 'nghiệm', 'ngày', '14/3', 'dương', 'tính', 'với', 'nCoV', '.']"
2681,[],[],[],[],[],"[(['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['khoa', 'Nội', 'thận', '-', 'Tiết', 'niệu', ',', 'Bệnh', 'viện', 'Đà', 'Nẵng'])]","['Nhiều', 'bệnh', 'nhân', 'khác', 'mới', 'được', 'ghi', 'nhận', 'liên', 'quan', 'đến', 'khoa', 'Nội', 'thận', '-', 'Tiết', 'niệu', ',', 'Bệnh', 'viện', 'Đà', 'Nẵng', '.']"
2682,"[(['B-LOCATION'], ['O'], ['Mỹ'])]",[],[],[],[],"[(['B-LOCATION'], ['B-LOCATION'], ['Mỹ']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['Việt', 'Nam']), (['B-DATE', 'I-DATE', 'I-DATE'], ['B-DATE', 'I-DATE', 'I-DATE'], ['19', '-', '3']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['Nhật', 'Bản']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['Nhật', 'Bản']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['Hà', 'Nội']), (['B-TRANSPORTATION'], ['B-TRANSPORTATION'], ['JL751']), (['B-DATE', 'I-DATE', 'I-DATE'], ['B-DATE', 'I-DATE', 'I-DATE'], ['8', '-', '3'])]","['Bệnh', 'nhân', 'là', 'du', 'học', 'sinh', 'tại', 'Mỹ', ',', 'về', 'Việt', 'Nam', 'ngày', '19', '-', '3', '(', 'quá', 'cảnh', 'tại', 'Nhật', 'Bản', ',', 'sau', 'đó', 'từ', 'Nhật', 'Bản', 'về', 'Hà', 'Nội', 'trên', 'chuyến', 'bay', 'JL751', ',', 'số', 'ghế', '1', 'A', ')', ',', 'tiền', 'sử', 'có', 'tiếp', 'xúc', 'với', 'bệnh', 'nhân', 'dương', 'tính', 'bên', 'Mỹ', 'ngày', '8', '-', '3', '.']"
2683,[],[],[],[],[],"[(['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['suy', 'thận'])]","['Bên', 'cạnh', 'sự', 'hoảng', 'loạn', ',', 'lo', 'lắng', 'của', 'người', 'nhiễm', 'COVID', '-', '19', ',', 'những', 'bệnh', 'nhân', 'suy', 'thận', 'cũng', 'rơi', 'vào', 'hoàn', 'cảnh', 'rất', 'khó', 'khăn', '.']"
2684,"[(['B-LOCATION', 'I-LOCATION'], ['O', 'O'], ['bệnh', 'viện'])]",[],[],[],[],"[(['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['khó', 'thở'])]","['Hai', 'ngày', 'sau', ',', 'anh', 'thấy', 'khó', 'thở', 'tới', 'mức', 'nhận', 'ra', 'rằng', 'mình', 'sẽ', 'trở', 'thành', 'bệnh', 'nhân', 'trong', 'chính', 'bệnh', 'viện', 'của', 'mình', '.']"
2685,[],[],[],[],[],"[(['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['Bệnh', 'viện', 'Bệnh', 'nhiệt', 'đới', 'trung', 'ương', 'cơ', 'sở', '2'])]","['Hiện', 'bệnh', 'nhân', 'đang', 'được', 'cách', 'ly', ',', 'điều', 'trị', 'tại', 'Bệnh', 'viện', 'Bệnh', 'nhiệt', 'đới', 'trung', 'ương', 'cơ', 'sở', '2', '.']"
2686,[],[],[],[],[],"[(['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['Việt', 'Nam']), (['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['suy', 'tim']), (['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['ung', 'thư']), (['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['suy', 'thận', 'mạn', 'tính']), (['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['đái', 'tháo', 'đường']), (['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['tăng', 'huyết', 'áp'])]","['Tổng', 'số', 'ca', 'tử', 'vong', 'ở', 'Việt', 'Nam', 'lên', '24', ',', 'trong', 'độ', 'tuổi', '33', 'đến', '87', ',', 'đều', 'mắc', 'các', 'bệnh', 'nền', 'như', 'suy', 'tim', ',', 'ung', 'thư', ',', 'suy', 'thận', 'mạn', 'tính', ',', 'đái', 'tháo', 'đường', ',', 'tăng', 'huyết', 'áp', '...', 'và', 'Covid', '-', '19', '.']"
2687,[],[],[],[],[],"[(['B-PATIENT_ID'], ['B-PATIENT_ID'], ['61']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['67']), (['B-DATE', 'I-DATE', 'I-DATE'], ['B-DATE', 'I-DATE', 'I-DATE'], ['1', '-', '4'])]","['Hai', 'bệnh', 'nhân', '61', '(', 'phải', ')', 'và', 'bệnh', 'nhân', '67', 'được', 'công', 'bố', 'khỏi', 'bệnh', 'và', 'xuất', 'viện', 'ngày', '1', '-', '4', '.']"
2688,[],[],[],[],[],"[(['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['suy', 'giảm', 'miễn', 'dịch'])]","['Có', 'những', 'bệnh', 'nhân', 'đã', 'chạy', 'thận', 'nhân', 'tạo', 'hơn', '10', 'năm', 'dẫn', 'đến', 'tình', 'trạng', 'suy', 'giảm', 'miễn', 'dịch', 'ở', 'cơ', 'thể', 'gia', 'tăng', '""', ',', 'Thứ', 'trưởng', 'Nguyễn', 'Trường', 'Sơn', 'cho', 'hay', '.']"
2689,[],[],[],[],[],"[(['B-DATE', 'I-DATE', 'I-DATE'], ['B-DATE', 'I-DATE', 'I-DATE'], ['9', '-', '7']), (['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['tức', 'ngực']), (['B-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE'], ['mệt']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['Bệnh', 'viện', 'Đà', 'Nẵng'])]","['Ngày', '9', '-', '7', ',', 'bệnh', 'nhân', 'thấy', 'tức', 'ngực', ',', 'mệt', 'nên', 'vào', 'nhập', 'viện', 'tại', 'Bệnh', 'viện', 'Đà', 'Nẵng', '.']"
2690,"[(['B-PATIENT_ID'], ['O'], ['882']), (['B-AGE'], ['O'], ['51'])]",[],[],[],[],"[(['B-GENDER'], ['B-GENDER'], ['nam']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['tổ', '4']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['khu', 'phố', 'Xuyên', 'Đông']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['thị', 'trấn', 'Nam', 'Phước']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['huyện', 'Duy', 'Xuyên'])]","['Bệnh', 'nhân', '(', 'BN', ')', '882', ':', 'nam', ',', '51', 'tuổi', ',', 'trú', 'tổ', '4', ',', 'khu', 'phố', 'Xuyên', 'Đông', ',', 'thị', 'trấn', 'Nam', 'Phước', ',', 'huyện', 'Duy', 'Xuyên', '.']"
2691,[],[],[],[],[],"[(['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['Hà', 'Nội']), (['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['Bộ', 'Y', 'tế']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['Hà', 'Nội']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['Nhật', 'Bản'])]","['Đây', 'là', 'ca', 'nhiễm', 'COVID', '-', '19', 'thứ', '8', 'của', 'Hà', 'Nội', 'trong', 'đợt', 'dịch', 'này', 'nếu', 'Bộ', 'Y', 'tế', 'xác', 'nhận', ',', 'chưa', 'tính', 'nữ', 'bệnh', 'nhân', 'từ', 'Hà', 'Nội', 'đi', 'Nhật', 'Bản', '.']"
2692,[],[],[],[],[],"[(['B-PATIENT_ID'], ['B-PATIENT_ID'], ['243']), (['B-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE'], ['ho']), (['B-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE'], ['sốt'])]","['Qua', 'kiểm', 'tra', 'dịch', 'tễ', 'cho', 'thấy', 'bệnh', 'nhân', '243', 'có', 'biểu', 'hiện', 'ho', ',', 'sốt', 'đã', 'tự', 'đi', 'mua', 'thuốc', 'điều', 'trị', 'tại', 'một', 'nhà', 'thuốc', 'gần', 'nhà', '.']"
