Row,No Extraction,Wrong Tag,Wrong Range,Wrong Range and tag,Num correct tags,Sentence
1043,[],[],[],[],"[(['B-PATIENT_ID'], ['B-PATIENT_ID'], ['751']), (['B-LOCATION'], ['B-LOCATION'], ['Hải_Dương']), (['B-LOCATION'], ['B-LOCATION'], ['Cam_Ranh']), (['B-LOCATION'], ['B-LOCATION'], ['Khánh_Hoà']), (['B-LOCATION'], ['B-LOCATION'], ['Hà_Nội']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['Học_viện', 'phòng_không', 'không_quân', '-', 'Sơn_Tây']), (['B-LOCATION'], ['B-LOCATION'], ['Hà_Nội'])]","['Cũng', 'theo', 'ông', 'Hiền', ',', 'liên_quan', 'đến', 'bệnh_nhân', '751', 'tại', 'Hải_Dương', '(', 'từ', 'Cam_Ranh', ',', 'Khánh_Hoà', 'ra', 'Hà_Nội', 'công_tác', 'tại', 'Học_viện', 'phòng_không', 'không_quân', '-', 'Sơn_Tây', ')', ',', 'trong', 'thời_gian', 'ở', 'Hà_Nội', 'đi', 'tới', 'nhiều', 'địa_điểm', '.']"
1044,[],[],[],[],"[(['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['sốt', 'từng', 'cơn']), (['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['sốt', 'nóng', '38,6', 'độ', 'C']), (['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['ho', 'húng_hắng', 'có', 'đờm', 'trắng'])]","['Hai', 'ngày_nay', 'bệnh_nhân', 'sốt', 'từng', 'cơn', ',', 'sốt', 'nóng', '38,6', 'độ', 'C', ',', 'ho', 'húng_hắng', 'có', 'đờm', 'trắng', ',', 'không', 'chảy', 'nước_mũi', ',', 'không', 'đau', 'mỏi', 'người', ',', 'đã', 'được', 'nhập_viện', '.']"
1045,[],[],"[(['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'O', 'I-SYMPTOM_AND_DISEASE'], ['phổi', 'tổn_thương', 'tới', '70%'])]",[],"[(['B-NAME'], ['B-NAME'], ['Thắng']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['812'])]","['Bác_sĩ', 'Phạm_Văn_Phúc', ',', 'khoa', 'Hồi_sức', 'tích_cực', ',', 'cho', 'biết', 'ông', 'Thắng', ',', 'từng', 'là', '""', 'bệnh_nhân', '812', '""', ',', 'bệnh_nhân', 'nặng', 'nhất', 'trong', 'đợt', 'Covid', '-', '19', 'mới', 'tại', 'bệnh_viện', ',', 'phổi', 'tổn_thương', 'tới', '70%', ',', 'phải', 'thở', 'máy', '.']"
1046,[],[],[],[],"[(['B-DATE'], ['B-DATE'], ['5/8']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['Bệnh_viện', 'Lao', 'và', 'bệnh', 'phổi', 'Đà_Nẵng'])]","['Dự_kiến', 'sáng', '5/8', 'thêm', '4', 'bệnh_nhân', 'nặng', 'đến', 'Bệnh_viện', 'Lao', 'và', 'bệnh', 'phổi', 'Đà_Nẵng', '.']"
1047,[],[],[],[],"[(['B-DATE'], ['B-DATE'], ['28/7']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['Trung_tâm', 'Giáo_dục', 'Quốc_phòng', 'An_ninh']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['Quân_khu', '5'])]","['Ngày', '28/7', ',', 'ông', 'được', 'chuyển', 'đi', 'cách_ly', 'tại', 'Trung_tâm', 'Giáo_dục', 'Quốc_phòng', 'An_ninh', ',', 'Quân_khu', '5', '.']"
1048,[],[],[],[],"[(['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['Trung_tâm', 'Kiểm_soát', 'dịch_bệnh', 'tỉnh', 'Quảng_Ngãi']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['419'])]","['Tại', 'cuộc', 'họp', ',', 'ông', 'Hồ_Minh_Nên', ',', 'giám_đốc', 'Trung_tâm', 'Kiểm_soát', 'dịch_bệnh', 'tỉnh', 'Quảng_Ngãi', ',', 'cho', 'biết', 'qua', 'truy', 'vết', 'bệnh_nhân', '419', 'từng', 'dự', 'tiệc', 'tân_gia', 'của', 'người_thân', 'cạnh', 'nhà', ',', 'trong', 'tiệc', 'bệnh_nhân', 'này', 'phục_vụ', 'chạy_bàn', '.']"
1049,[],[],[],[],"[(['B-ORGANIZATION', 'I-ORGANIZATION'], ['B-ORGANIZATION', 'I-ORGANIZATION'], ['Bộ', 'Y_tế']), (['B-DATE'], ['B-DATE'], ['4/8']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['509']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['557']), (['B-AGE', 'I-AGE'], ['B-AGE', 'I-AGE'], ['20', 'tháng'])]","['Cùng', 'được', 'Bộ', 'Y_tế', 'công_bố', 'chiều', '4/8', 'có', 'hai', 'ca', 'bệnh', 'liên_quan', '""', 'bệnh_nhân', '509', '""', 'và', '""', 'bệnh_nhân', '557', '""', '-', 'cháu', 'bé', '20', 'tháng', 'tuổi', '.']"
1050,[],[],[],[],"[(['B-DATE', 'I-DATE', 'I-DATE'], ['B-DATE', 'I-DATE', 'I-DATE'], ['22', '-', '8']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['438']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['Bệnh_viện', 'trung_ương', 'Huế']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['738']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['Trung_tâm', 'Y_tế', 'Hoà_Vang'])]","['Theo', 'báo_cáo', 'của', 'Tiểu_ban', 'điều_trị', ',', 'cho', 'đến', 'nay', 'đã', 'có', '547', 'bệnh_nhân', 'khỏi', 'bệnh', ',', 'trong', 'đó', 'hôm_nay', '22', '-', '8', 'sẽ', 'có', 'thêm', '2', 'bệnh_nhân', '438', '(', 'điều_trị', 'tại', 'Bệnh_viện', 'trung_ương', 'Huế', ')', 'và', '738', '(', 'điều_trị', 'tại', 'Trung_tâm', 'Y_tế', 'Hoà_Vang', ')', 'được', 'công_bố', 'khỏi', 'bệnh', ',', 'ngoài_ra', 'còn', 'có', '138', 'bệnh_nhân', 'đã', 'có', '1', '-', '3', 'xét_nghiệm', 'âm_tính', ',', 'chuẩn_bị', 'được', 'ra', 'viện', '.']"
1051,"[(['B-NAME', 'I-NAME'], ['O', 'O'], ['Bà', 'Nguyễn_Thị_Yên'])]",[],[],[],"[(['B-AGE'], ['B-AGE'], ['56']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['xã', 'Đức_Hiệp']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['huyện', 'Mộ_Đức']), (['B-LOCATION'], ['B-LOCATION'], ['Quảng_Ngãi'])]","['Bà', 'Nguyễn_Thị_Yên', '(', '56', 'tuổi', ',', 'xã', 'Đức_Hiệp', ',', 'huyện', 'Mộ_Đức', ',', 'Quảng_Ngãi', ')', 'cho', 'biết', 'thường_ngày', 'ngoài', 'việc_làm', 'nông', 'bà', 'còn', 'đi', 'làm_thuê', 'để', 'nuôi', 'các', 'con', 'đi', 'học', '.']"
1052,[],[],[],[],"[(['B-NAME'], ['B-NAME'], ['N.K.']), (['B-AGE'], ['B-AGE'], ['49']), (['B-LOCATION'], ['B-LOCATION'], ['Việt_Nam']), (['B-DATE', 'I-DATE', 'I-DATE'], ['B-DATE', 'I-DATE', 'I-DATE'], ['2', '-', '3']), (['B-TRANSPORTATION'], ['B-TRANSPORTATION'], ['VN0054']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['17'])]","['Theo', 'đó', ',', 'bệnh_nhân', 'tên', 'N.K.', '(', '49', 'tuổi', ',', 'quốc_tịch', 'Anh', ')', ',', 'nhập_cảnh', 'vào', 'Việt_Nam', 'ngày', '2', '-', '3', 'trên', 'chuyến', 'bay', 'VN0054', 'cùng', 'bệnh_nhân', 'số', '17', 'nhiễm', 'corona', '.']"
1053,[],[],[],[],"[(['B-DATE'], ['B-DATE'], ['30/1'])]","['Người', 'thứ', '9', 'là', 'một', 'nhân_viên', 'ở', 'nhà_tắm', 'và', 'khởi_phát', 'bệnh', 'hôm', '30/1', ',', '11', 'ngày', 'sau', 'khi', 'bệnh_nhân', 'đầu_tiên', 'tới', 'đó', '.']"
1054,[],[],[],[],"[(['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['Bệnh_viện', 'Bệnh', 'nhiệt_đới', 'Hải_Dương']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['328']), (['B-LOCATION'], ['B-LOCATION'], ['Việt_Nam']), (['B-TRANSPORTATION', 'I-TRANSPORTATION'], ['B-TRANSPORTATION', 'I-TRANSPORTATION'], ['VN', '0062'])]","['Hiện', 'bệnh_nhân', 'điều_trị', 'tại', 'Bệnh_viện', 'Bệnh', 'nhiệt_đới', 'Hải_Dương', 'và', 'được', 'tính', 'là', 'bệnh_nhân', 'thứ', '328', 'ở', 'Việt_Nam', ',', 'bệnh_nhân', 'thứ', '34', 'trong', 'chuyến', 'bay', 'VN', '0062', '.']"
1055,[],[],[],[],"[(['B-PATIENT_ID'], ['B-PATIENT_ID'], ['262']), (['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['UBND', 'tỉnh', 'Bắc_Ninh'])]","['""', 'Bệnh_nhân', '262', 'di_chuyển', 'bằng', 'xe', 'đưa_đón', 'công_nhân', ',', 'mỗi', 'ngày', 'đi', 'một', 'xe', 'khác', 'nhau', 'nên', 'số_lượng', 'những', 'người', 'liên_quan', 'lớn', '""', ',', 'bà', 'Nguyễn_Hương_Giang', ',', 'chủ_tịch', 'UBND', 'tỉnh', 'Bắc_Ninh', 'nói', '.']"
1056,[],[],[],[],"[(['B-DATE', 'I-DATE', 'I-DATE'], ['B-DATE', 'I-DATE', 'I-DATE'], ['24', '-', '7']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['khoa', 'thận', 'nhân_tạo', ',', 'Bệnh_viện', 'Đà_Nẵng'])]","['Ngày', '24', '-', '7', ',', 'bệnh_nhân', 'vào', 'lại', 'khoa', 'thận', 'nhân_tạo', ',', 'Bệnh_viện', 'Đà_Nẵng', 'để', 'chạy', 'thận', '.']"
1057,[],[],"[(['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'O', 'B-LOCATION', 'I-LOCATION', 'O'], ['Khoa_Hồi', 'sức', 'chống', 'độc', '(', 'Bệnh_viện', 'Đà_Nẵng', ')'])]",[],"[(['B-GENDER'], ['B-GENDER'], ['nam']), (['B-JOB'], ['B-JOB'], ['bác_sĩ']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['852']), (['B-DATE'], ['B-DATE'], ['26/7']), (['B-DATE'], ['B-DATE'], ['3/8'])]","['Trước', 'đó', ',', 'nam', 'bác_sĩ', 'Khoa_Hồi', 'sức', 'chống', 'độc', '(', 'Bệnh_viện', 'Đà_Nẵng', ')', 'là', '""', 'bệnh_nhân', '852', '""', ',', 'cũng', 'hai', 'lần', 'đầu', 'xét_nghiệm', 'có', 'kết_quả', 'âm_tính', ',', 'vào', 'các', 'ngày', '26/7', ',', '3/8', '.']"
1058,[],[],[],[],"[(['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['ký_túc_xá', 'Đại_học', 'quốc_gia', 'TP', 'HCM'])]","['Bà', 'được', 'cách_ly', 'tập_trung', 'tại', 'ký_túc_xá', 'Đại_học', 'quốc_gia', 'TP', 'HCM', '.']"
1059,[],[],"[(['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['O', 'B-LOCATION', 'I-LOCATION'], ['số', '3', 'Lê_Văn_Long'])]",[],"[(['B-DATE', 'I-DATE', 'I-DATE'], ['B-DATE', 'I-DATE', 'I-DATE'], ['21', '-', '7']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['phường', 'Thanh_Bình']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['quận', 'Hải_Châu'])]","['Ngày', '21', '-', '7', ',', 'bệnh_nhân', 'dự', 'đám', 'giỗ', 'nhà', 'bạn', 'tại', 'số', '3', 'Lê_Văn_Long', ',', 'phường', 'Thanh_Bình', ',', 'quận', 'Hải_Châu', '.']"
1060,[],[],[],[],"[(['B-PATIENT_ID'], ['B-PATIENT_ID'], ['1013']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['1013']), (['B-GENDER'], ['B-GENDER'], ['Nữ']), (['B-AGE'], ['B-AGE'], ['51']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['phường', 'Thuận_Phước']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['quận', 'Hải_Châu']), (['B-LOCATION'], ['B-LOCATION'], ['Đà_Nẵng']), (['B-JOB'], ['B-JOB'], ['tiểu_thương']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['chợ', 'Siêu_Thị']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['phường', 'Chính_Gián']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['quận', 'Thanh_Khê']), (['B-LOCATION'], ['B-LOCATION'], ['Đà_Nẵng'])]","['Ca', 'bệnh', '1013', '(', 'bệnh_nhân', '1013', ')', ':', 'Nữ', ',', '51', 'tuổi', ',', 'có', 'địa_chỉ', 'tại', 'phường', 'Thuận_Phước', ',', 'quận', 'Hải_Châu', ',', 'Đà_Nẵng', ',', 'là', 'tiểu_thương', 'tại', 'chợ', 'Siêu_Thị', '(', 'phường', 'Chính_Gián', ',', 'quận', 'Thanh_Khê', ',', 'Đà_Nẵng', ')', '.']"
1061,[],[],[],[],"[(['B-PATIENT_ID'], ['B-PATIENT_ID'], ['1047']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['1047']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['Bà_Rịa', '-', 'Vũng_Tàu']), (['B-GENDER'], ['B-GENDER'], ['nam']), (['B-AGE'], ['B-AGE'], ['8']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['huyện', 'Duy_Tiên']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['tỉnh', 'Hà_Nam'])]","['Ca', 'bệnh', '1047', '(', 'bệnh_nhân', '1047', ')', 'ghi_nhận', 'tại', 'Bà_Rịa', '-', 'Vũng_Tàu', ':', 'nam', ',', '8', 'tuổi', ',', 'địa_chỉ', 'tại', 'huyện', 'Duy_Tiên', ',', 'tỉnh', 'Hà_Nam', '.']"
1062,[],[],"[(['B-JOB', 'I-JOB', 'I-JOB'], ['B-JOB', 'I-JOB', 'O'], ['nhân_viên', 'kiểm_tra', 'chất_lượng'])]",[],"[(['B-PATIENT_ID'], ['B-PATIENT_ID'], ['262']), (['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['Công_ty', 'Samsung', 'Display']), (['B-LOCATION'], ['B-LOCATION'], ['Bắc_Ninh']), (['B-DATE', 'I-DATE', 'I-DATE'], ['B-DATE', 'I-DATE', 'I-DATE'], ['31', '-', '3']), (['B-DATE', 'I-DATE', 'I-DATE'], ['B-DATE', 'I-DATE', 'I-DATE'], ['7', '-', '4'])]","['Bệnh_nhân', '262', 'là', 'nhân_viên', 'kiểm_tra', 'chất_lượng', 'của', 'Công_ty', 'Samsung', 'Display', 'tại', 'Bắc_Ninh', ',', 'mắc', 'bệnh', 'nhưng', 'vẫn', 'đi', 'làm', 'từ', 'ngày', '31', '-', '3', 'đến', '7', '-', '4', '.']"
1063,[],[],[],[],"[(['B-PATIENT_ID'], ['B-PATIENT_ID'], ['722']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['779']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['772']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['779']), (['B-LOCATION'], ['B-LOCATION'], ['Quảng_Nam']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['khoa_nội', 'thận', '-', 'nội_tiết', 'Bệnh_viện', 'Đà_Nẵng'])]","['Ca', 'bệnh', '722', '-', '779', '(', 'bệnh_nhân', '772', '-', '779', ')', 'tại', 'Quảng_Nam', ',', 'gồm', '7', 'ca', 'là', 'F1', ',', '1', 'ca', 'thăm', 'người_thân', 'tại', 'khoa_nội', 'thận', '-', 'nội_tiết', 'Bệnh_viện', 'Đà_Nẵng', '.']"
1064,[],[],[],[],"[(['B-DATE', 'I-DATE', 'I-DATE'], ['B-DATE', 'I-DATE', 'I-DATE'], ['8', '-', '4']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['Bệnh_viện', 'Bắc_Thăng_Long']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['Bệnh_viện', 'Mê_Linh'])]","['Nhiều', 'người_dân', 'trong', 'diện', 'F1', ',', 'F2', 'cũng', 'đã', 'được', 'lực_lượng', 'chức_năng', 'bố_trí', 'xe', 'cứu_thương', 'để', 'đưa', 'đến_nơi', 'cách_ly', 'tập_trung', 'trong', 'ngày', '8', '-', '4', 'tại', 'Bệnh_viện', 'Bắc_Thăng_Long', 'và', 'Bệnh_viện', 'Mê_Linh', '.']"
1065,"[(['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['O', 'O'], ['thở', 'hổn_hển'])]",[],[],[],"[(['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['suy_giảm', 'chức_năng', 'phổi'])]","['Một_số', 'bệnh_nhân', 'dù', 'hồi_phục', 'vẫn', 'bị', 'suy_giảm', 'chức_năng', 'phổi', 'và', 'gặp', 'vấn_đề', 'như', 'thở', 'hổn_hển', 'khi', 'đi', 'bộ', 'nhanh', '.']"
1066,[],[],"[(['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['O', 'O', 'B-LOCATION'], ['Khách_sạn', 'ở', 'Bùi_Viện'])]",[],"[(['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['quận', '1']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['toà', 'nhà', 'Saigon_Royal']), (['B-LOCATION'], ['B-LOCATION'], ['Bến_Vân_Đồn']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['quận', '4']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['54'])]","['-', 'Khách_sạn', 'ở', 'Bùi_Viện', ',', 'quận', '1', 'và', 'toà', 'nhà', 'Saigon_Royal', ',', 'Bến_Vân_Đồn', ',', 'quận', '4', ',', 'liên_quan', 'đến', '""', 'bệnh_nhân', '54', '""', 'quốc_tịch', 'Latvia', ',', 'có', '133', 'người', 'các', 'diện', 'tiếp_xúc', ',', 'trong', 'đó', '45', 'người', 'kết_quả', 'xét_nghiệm', 'âm_tính', ',', 'còn', 'lại', 'đang', 'cách_ly', 'theo_dõi', 'sức_khoẻ', '.']"
1067,"[(['B-JOB', 'I-JOB', 'I-JOB'], ['O', 'O', 'O'], ['du', 'học', 'sinh']), (['B-LOCATION'], ['O'], ['Pháp'])]",[],[],[],"[(['B-ORGANIZATION', 'I-ORGANIZATION'], ['B-ORGANIZATION', 'I-ORGANIZATION'], ['Bộ', 'Y_tế']), (['B-ORGANIZATION', 'I-ORGANIZATION'], ['B-ORGANIZATION', 'I-ORGANIZATION'], ['Bộ', 'Y_tế']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['326']), (['B-LOCATION'], ['B-LOCATION'], ['Việt_Nam']), (['B-DATE', 'I-DATE', 'I-DATE'], ['B-DATE', 'I-DATE', 'I-DATE'], ['24', '-', '5']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['Bệnh_viện', 'dã_chiến', 'Củ_Chi']), (['B-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'I-DATE'], ['B-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'I-DATE'], ['25', '-', '5', '-', '2020'])]","['Bộ', 'Y_tế', ':', 'Người_dân', 'không', 'nên', 'lo_lắng', 'Theo', 'thông_tin', 'từ', 'Bộ', 'Y_tế', ',', 'ca', 'bệnh', 'nghi', 'tái_nhiễm', 'là', 'bệnh_nhân', '326', ',', 'sinh', 'năm', '2000', ',', 'là', 'du', 'học', 'sinh', 'từ', 'Pháp', 'về', 'Việt_Nam', 'ngày', '24', '-', '5', ',', 'được', 'cách_ly', 'ngay', 'sau', 'khi', 'nhập_cảnh', 'tại', 'Bệnh_viện', 'dã_chiến', 'Củ_Chi', ',', 'có', 'kết_quả', 'dương_tính', 'với', 'virus', 'SARS', '-', 'CoV', '-', '2', 'ngày', '25', '-', '5', '-', '2020', '.']"
1068,[],[],[],[],"[(['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['Trung_tâm', 'Y_tế', 'Hoà_Vang']), (['B-AGE', 'I-AGE'], ['B-AGE', 'I-AGE'], ['21', 'tháng']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['692'])]","['Trong', 'số', '16', 'bệnh_nhân', 'được', 'công_bố', 'chữa', 'khỏi', 'tại', 'Trung_tâm', 'Y_tế', 'Hoà_Vang', 'có', 'một', 'bệnh_nhi', 'mới', '21', 'tháng', 'tuổi', ',', 'là', '""', 'bệnh_nhân', '692', '""', '.']"
1069,[],[],[],[],"[(['B-LOCATION'], ['B-LOCATION'], ['Bạch_Mai']), (['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['Trung_tâm', 'Kiểm_soát', 'Bệnh_tật', 'tỉnh', 'Hà_Nam']), (['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['Viện', 'Vệ_sinh', 'Dịch_tễ', 'Trung_ương'])]","['Sau', 'khi', 'nhận', 'thông_tin', 'về', 'ca', 'dương_tính', 'từ', 'Bạch_Mai', ',', 'Trung_tâm', 'Kiểm_soát', 'Bệnh_tật', 'tỉnh', 'Hà_Nam', 'đã', 'cách_ly', 'người', 'này', ',', 'lấy', 'mẫu', 'bệnh_phẩm', 'chuyển', 'đến', 'Viện', 'Vệ_sinh', 'Dịch_tễ', 'Trung_ương', '.']"
1070,[],[],[],[],"[(['B-PATIENT_ID'], ['B-PATIENT_ID'], ['170']), (['B-GENDER'], ['B-GENDER'], ['nam']), (['B-AGE'], ['B-AGE'], ['27']), (['B-LOCATION'], ['B-LOCATION'], ['Định_Hoá']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['huyện', 'Kim_Sơn']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['tỉnh', 'Ninh_Bình']), (['B-JOB', 'I-JOB'], ['B-JOB', 'I-JOB'], ['lao_động', 'tự_do']), (['B-JOB', 'I-JOB'], ['B-JOB', 'I-JOB'], ['làm', 'thạch_cao'])]","['Theo', 'đó', 'bệnh_nhân', '170', 'là', 'nam', ',', '27', 'tuổi', ',', 'địa_chỉ', 'tại', 'Định_Hoá', ',', 'huyện', 'Kim_Sơn', ',', 'tỉnh', 'Ninh_Bình', ',', 'là', 'lao_động', 'tự_do', '(', 'làm', 'thạch_cao', ')', '.']"
